threshold,uncond_prob,cpe_train,lift_train,n_cond_train,n_cond_oos,hit_rate_oos,calibration_err,zone,pred_col,pred_type,ticker,rationale,horizon,q_target,source
0.015176794178163103,0.4999075956385141,0.6881720430107527,1.3765984934311213,93,2,1.0,0.31182795698924726,Ukraine_Russia_Wheat,Ukraine_Russia_Wheat_heatstress_30C,heatstress_30C,GC=F,Ukraine heat → gold,63,0.5,Paper 7 heat
0.015176794178163103,0.4999075956385141,0.6868131868131868,1.3738802786861937,546,2,0.5,-0.18681318681318682,Brazil_Soy,Brazil_Soy_GDD30_q90,GDD30_q90,GC=F,Brazil Soy heat → gold,63,0.5,Paper 7 heat
0.02390795910283632,0.4500092404361486,0.6148409893992933,1.3662852540614276,283,9,0.5555555555555556,-0.059285433843737745,Brazil_Soy,Brazil_Soy_seasonal_q90,seasonal_q90,GC=F,Brazil Soy heat → gold,63,0.55,Paper 7 heat
-0.024401330117228327,0.5,0.6776859504132231,1.3553719008264462,121,5,0.4,-0.2776859504132231,US_Soybean_Belt,US_Soybean_Belt_tmax_q95,tmax_q95,WEAT,US Soy heat → wheat,63,0.5,Paper 7 heat
-0.024401330117228327,0.5,0.6776859504132231,1.3553719008264462,121,5,0.4,-0.2776859504132231,US_Corn_Belt,US_Corn_Belt_tmax_q95,tmax_q95,WEAT,US Corn Belt heat → wheat,63,0.5,Paper 7 heat
0.005281015460388131,0.4999075956385141,0.6774193548387096,1.3550891419712598,93,2,0.5,-0.17741935483870963,Ukraine_Russia_Wheat,Ukraine_Russia_Wheat_heatstress_30C,heatstress_30C,GC=F,Ukraine heat → gold,21,0.5,Paper 7 heat
-0.014641480458626037,0.4498546511627907,0.607773851590106,1.3510449431146783,283,7,0.2857142857142857,-0.3220595658758203,US_Great_Plains_Wheat,US_Great_Plains_Wheat_GDD30_q90,GDD30_q90,WEAT,US Plains heat → wheat,63,0.55,Paper 7 heat
-0.0581499238242462,0.5,0.6744186046511628,1.3488372093023255,43,2,0.0,-0.6744186046511628,Ukraine_Russia_Wheat,Ukraine_Russia_Wheat_heatstress_30C,heatstress_30C,WEAT,Ukraine heat → wheat,126,0.5,Paper 7 heat
-0.044217038307232524,0.4498546511627907,0.6046511627906976,1.344103392568659,43,2,0.0,-0.6046511627906976,Ukraine_Russia_Wheat,Ukraine_Russia_Wheat_heatstress_30C,heatstress_30C,WEAT,Ukraine heat → wheat,126,0.55,Paper 7 heat
0.03163254647015076,0.4999075956385141,0.6713780918727915,1.3430043826704898,283,8,0.5,-0.17137809187279152,Brazil_Soy,Brazil_Soy_seasonal_q90,seasonal_q90,GC=F,Brazil Soy heat → gold,126,0.5,Paper 7 heat
-0.020990513444169114,0.5,0.6691176470588235,1.338235294117647,272,16,0.0,-0.6691176470588235,India_Sugar,India_Sugar_tmax_q90,tmax_q90,CANE,India heat → sugar ETF,126,0.5,Paper 7 heat
0.01806574329599045,0.4500092404361486,0.6021505376344086,1.3380848292155174,93,2,1.0,0.3978494623655914,Ukraine_Russia_Wheat,Ukraine_Russia_Wheat_heatstress_30C,heatstress_30C,GC=F,Ukraine heat → gold,42,0.55,Paper 7 heat
0.03163254647015076,0.4999075956385141,0.667910447761194,1.3360678125086214,268,8,0.75,0.08208955223880599,Brazil_Soy,Brazil_Soy_tmax_q95,tmax_q95,GC=F,Brazil Soy heat → gold,126,0.5,Paper 7 heat
-0.009201882379240882,0.4498546511627907,0.6,1.3337641357027463,50,0,,,US_Great_Plains_Wheat,US_Great_Plains_Wheat_heatstress_32C,heatstress_32C,WEAT,US Plains heat → wheat,42,0.55,Paper 7 heat
0.05677160592567042,0.450018443378827,0.5985401459854015,1.3300347014478882,274,11,0.6363636363636364,0.03782349037823485,EU_Wheat_Belt,EU_Wheat_Belt_seasonal_q90,seasonal_q90,NG=F,EU Wheat heat → nat gas,126,0.55,Paper 7 heat
0.015176794178163103,0.4999075956385141,0.6643109540636042,1.328867494431853,283,9,0.6666666666666666,0.002355712603062443,Brazil_Soy,Brazil_Soy_seasonal_q90,seasonal_q90,GC=F,Brazil Soy heat → gold,63,0.5,Paper 7 heat
-0.014641480458626037,0.4498546511627907,0.5972222222222222,1.3275893017411595,144,5,0.0,-0.5972222222222222,US_Great_Plains_Wheat,US_Great_Plains_Wheat_tmax_q95,tmax_q95,WEAT,US Plains heat → wheat,63,0.55,Paper 7 heat
-0.024401330117228327,0.5,0.6607773851590106,1.3215547703180213,283,7,0.42857142857142855,-0.23220595658758209,US_Great_Plains_Wheat,US_Great_Plains_Wheat_GDD30_q90,GDD30_q90,WEAT,US Plains heat → wheat,63,0.5,Paper 7 heat
0.05677160592567042,0.450018443378827,0.5940959409594095,1.320159095033573,271,10,0.6,0.005904059040590437,EU_Wheat_Belt,EU_Wheat_Belt_tmax_q95,tmax_q95,NG=F,EU Wheat heat → nat gas,126,0.55,Paper 7 heat
-0.024401330117228327,0.5,0.6597938144329897,1.3195876288659794,97,3,0.0,-0.6597938144329897,US_Great_Plains_Wheat,US_Great_Plains_Wheat_seasonal_q90,seasonal_q90,WEAT,US Plains heat → wheat,63,0.5,Paper 7 heat
-0.03393667914896987,0.4998694176025072,0.6590909090909091,1.318526170798898,44,7,0.7142857142857143,0.05519480519480524,EU_Urban_Energy,EU_Urban_Energy_heatstress_30C,heatstress_30C,UNG,EU Urban heat → nat gas ETF,42,0.5,Paper 7 heat
-0.014532562313245869,0.4499869417602507,0.5909090909090909,1.3131694190893264,44,7,0.5714285714285714,-0.019480519480519543,EU_Urban_Energy,EU_Urban_Energy_heatstress_30C,heatstress_30C,UNG,EU Urban heat → nat gas ETF,42,0.55,Paper 7 heat
-0.06570543684796917,0.4499869417602507,0.5909090909090909,1.3131694190893264,44,7,0.42857142857142855,-0.1623376623376624,EU_Urban_Energy,EU_Urban_Energy_heatstress_30C,heatstress_30C,UNG,EU Urban heat → nat gas ETF,126,0.55,Paper 7 heat
0.040621524384592954,0.4500092404361486,0.5891891891891892,1.309282424107886,555,19,0.8947368421052632,0.305547652916074,Brazil_Soy,Brazil_Soy_tmax_q90,tmax_q90,GC=F,Brazil Soy heat → gold,126,0.55,Paper 7 heat
-0.00128601926161488,0.4498546511627907,0.5887096774193549,1.3086664234717806,124,4,0.0,-0.5887096774193549,India_Sugar,India_Sugar_tmax_q95,tmax_q95,CANE,India heat → sugar ETF,126,0.55,Paper 7 heat
0.040621524384592954,0.4500092404361486,0.5848375451263538,1.299612302537454,277,11,1.0,0.4151624548736462,Ukraine_Russia_Wheat,Ukraine_Russia_Wheat_tmax_q95,tmax_q95,GC=F,Ukraine heat → gold,126,0.55,Paper 7 heat
0.040621524384592954,0.4500092404361486,0.5848375451263538,1.299612302537454,277,11,1.0,0.4151624548736462,Ukraine_Russia_Wheat,Ukraine_Russia_Wheat_seasonal_q90,seasonal_q90,GC=F,Ukraine heat → gold,126,0.55,Paper 7 heat
-0.003661386035690164,0.4499869417602507,0.5845070422535211,1.298942231450222,426,42,0.4523809523809524,-0.13212608987256874,EU_Urban_Energy,EU_Urban_Energy_GDD30_q90,GDD30_q90,UNG,EU Urban heat → nat gas ETF,21,0.55,Paper 7 heat
0.003247492941805545,0.4498546511627907,0.582089552238806,1.2939502809056493,134,24,0.875,0.292910447761194,India_Sugar,India_Sugar_seasonal_q90,seasonal_q90,SOYB,India heat → soybeans (food inflation),21,0.55,Paper 7 heat
0.02390795910283632,0.4500092404361486,0.582089552238806,1.293505777069478,268,8,0.125,-0.457089552238806,Brazil_Soy,Brazil_Soy_tmax_q95,tmax_q95,GC=F,Brazil Soy heat → gold,63,0.55,Paper 7 heat
-0.016315572767899272,0.4998694176025072,0.6455399061032864,1.2914170848847877,426,42,0.5238095238095238,-0.12173038229376254,EU_Urban_Energy,EU_Urban_Energy_GDD30_q90,GDD30_q90,UNG,EU Urban heat → nat gas ETF,21,0.5,Paper 7 heat
0.0073736835000583305,0.5,0.6456310679611651,1.2912621359223302,206,18,1.0,0.3543689320388349,EU_Urban_Energy,EU_Urban_Energy_tmax_q95,tmax_q95,DBB,EU Urban heat → base metals,63,0.5,Paper 7 heat
0.040621524384592954,0.4500092404361486,0.5805860805860806,1.2901647975569948,546,2,0.0,-0.5805860805860806,Brazil_Soy,Brazil_Soy_GDD30_q90,GDD30_q90,GC=F,Brazil Soy heat → gold,126,0.55,Paper 7 heat
-0.020990513444169114,0.5,0.6436781609195402,1.2873563218390804,261,0,,,India_Sugar,India_Sugar_GDD30_q90,GDD30_q90,CANE,India heat → sugar ETF,126,0.5,Paper 7 heat
0.02180928099272797,0.5,0.6423357664233577,1.2846715328467153,274,11,0.6363636363636364,-0.005972130059721303,EU_Wheat_Belt,EU_Wheat_Belt_seasonal_q90,seasonal_q90,NG=F,EU Wheat heat → nat gas,126,0.5,Paper 7 heat
-0.017804065912256698,0.5,0.64,1.28,50,0,,,US_Great_Plains_Wheat,US_Great_Plains_Wheat_heatstress_32C,heatstress_32C,WEAT,US Plains heat → wheat,42,0.5,Paper 7 heat
0.02180928099272797,0.5,0.6383763837638377,1.2767527675276753,271,10,0.6,-0.038376383763837674,EU_Wheat_Belt,EU_Wheat_Belt_tmax_q95,tmax_q95,NG=F,EU Wheat heat → nat gas,126,0.5,Paper 7 heat
-0.09362184082002474,0.4998694176025072,0.6363636363636364,1.2730597511161774,44,7,0.42857142857142855,-0.2077922077922078,EU_Urban_Energy,EU_Urban_Energy_heatstress_30C,heatstress_30C,UNG,EU Urban heat → nat gas ETF,126,0.5,Paper 7 heat
0.0073736835000583305,0.5,0.6363636363636364,1.2727272727272727,44,7,1.0,0.36363636363636365,EU_Urban_Energy,EU_Urban_Energy_heatstress_30C,heatstress_30C,DBB,EU Urban heat → base metals,63,0.5,Paper 7 heat
-0.0044387924794708385,0.5,0.6343283582089553,1.2686567164179106,134,24,0.9583333333333334,0.3240049751243781,India_Sugar,India_Sugar_seasonal_q90,seasonal_q90,SOYB,India heat → soybeans (food inflation),42,0.5,Paper 7 heat
0.02180928099272797,0.5,0.631858407079646,1.263716814159292,565,24,0.25,-0.381858407079646,EU_Wheat_Belt,EU_Wheat_Belt_GDD30_q90,GDD30_q90,NG=F,EU Wheat heat → nat gas,126,0.5,Paper 7 heat
0.03163254647015076,0.4999075956385141,0.6306306306306306,1.2614943964297014,555,19,0.8947368421052632,0.26410621147463254,Brazil_Soy,Brazil_Soy_tmax_q90,tmax_q90,GC=F,Brazil Soy heat → gold,126,0.5,Paper 7 heat
0.03163254647015076,0.4999075956385141,0.628158844765343,1.2565499109150726,277,11,1.0,0.371841155234657,Ukraine_Russia_Wheat,Ukraine_Russia_Wheat_seasonal_q90,seasonal_q90,GC=F,Ukraine heat → gold,126,0.5,Paper 7 heat
-0.0007550529121916746,0.5,0.6268656716417911,1.2537313432835822,134,24,0.875,0.24813432835820892,India_Sugar,India_Sugar_seasonal_q90,seasonal_q90,SOYB,India heat → soybeans (food inflation),21,0.5,Paper 7 heat
-0.024401330117228327,0.5,0.625,1.25,144,5,0.2,-0.425,US_Great_Plains_Wheat,US_Great_Plains_Wheat_tmax_q95,tmax_q95,WEAT,US Plains heat → wheat,63,0.5,Paper 7 heat
0.03163254647015076,0.4999075956385141,0.6245487364620939,1.2493283597029168,277,11,1.0,0.37545126353790614,Ukraine_Russia_Wheat,Ukraine_Russia_Wheat_tmax_q95,tmax_q95,GC=F,Ukraine heat → gold,126,0.5,Paper 7 heat
0.03163254647015076,0.4999075956385141,0.6245421245421245,1.2493151334186454,546,2,0.0,-0.6245421245421245,Brazil_Soy,Brazil_Soy_GDD30_q90,GDD30_q90,GC=F,Brazil Soy heat → gold,126,0.5,Paper 7 heat
0.0073736835000583305,0.5,0.6220657276995305,1.244131455399061,426,42,1.0,0.3779342723004695,EU_Urban_Energy,EU_Urban_Energy_GDD30_q90,GDD30_q90,DBB,EU Urban heat → base metals,63,0.5,Paper 7 heat
-0.008427483515944117,0.5,0.62,1.24,50,0,,,US_Great_Plains_Wheat,US_Great_Plains_Wheat_heatstress_32C,heatstress_32C,WEAT,US Plains heat → wheat,21,0.5,Paper 7 heat
-0.0581499238242462,0.5,0.62,1.24,50,0,,,US_Great_Plains_Wheat,US_Great_Plains_Wheat_heatstress_32C,heatstress_32C,WEAT,US Plains heat → wheat,126,0.5,Paper 7 heat
-0.0581499238242462,0.5,0.6185567010309279,1.2371134020618557,97,3,0.0,-0.6185567010309279,US_Great_Plains_Wheat,US_Great_Plains_Wheat_seasonal_q90,seasonal_q90,WEAT,US Plains heat → wheat,126,0.5,Paper 7 heat
-0.017804065912256698,0.5,0.6131687242798354,1.2263374485596708,243,24,0.4166666666666667,-0.1965020576131687,US_Soybean_Belt,US_Soybean_Belt_GDD30_q90,GDD30_q90,WEAT,US Soy heat → wheat,42,0.5,Paper 7 heat
-0.017804065912256698,0.5,0.6131687242798354,1.2263374485596708,243,24,0.4166666666666667,-0.1965020576131687,US_Corn_Belt,US_Corn_Belt_GDD30_q90,GDD30_q90,WEAT,US Corn Belt heat → wheat,42,0.5,Paper 7 heat
0.02180928099272797,0.5,0.6128440366972477,1.2256880733944955,545,30,0.6333333333333333,0.020489296636085563,EU_Urban_Energy,EU_Urban_Energy_tmax_q90,tmax_q90,NG=F,EU Urban heat → nat gas,126,0.5,Paper 7 heat
0.02180928099272797,0.5,0.6128440366972477,1.2256880733944955,545,30,0.6333333333333333,0.020489296636085563,EU_Urban_Energy,EU_Urban_Energy_seasonal_q90,seasonal_q90,NG=F,EU Urban heat → nat gas,126,0.5,Paper 7 heat
0.0065355641017601105,0.5,0.6123893805309735,1.224778761061947,565,24,0.2916666666666667,-0.3207227138643068,EU_Wheat_Belt,EU_Wheat_Belt_GDD30_q90,GDD30_q90,NG=F,EU Wheat heat → nat gas,63,0.5,Paper 7 heat
0.009525236987065146,0.5,0.6117021276595744,1.2234042553191489,564,24,0.20833333333333334,-0.40336879432624106,EU_Wheat_Belt,EU_Wheat_Belt_GDD30_q90,GDD30_q90,ZW=F,EU Wheat heat → wheat futures,63,0.5,Paper 7 heat
0.010950268561288402,0.4999075956385141,0.6098901098901099,1.22000568747334,546,2,0.0,-0.6098901098901099,Brazil_Soy,Brazil_Soy_GDD30_q90,GDD30_q90,GC=F,Brazil Soy heat → gold,42,0.5,Paper 7 heat
0.02180928099272797,0.5,0.6098003629764065,1.219600725952813,551,43,0.32558139534883723,-0.28421896762756926,EU_Urban_Energy,EU_Urban_Energy_GDD30_q90,GDD30_q90,NG=F,EU Urban heat → nat gas,126,0.5,Paper 7 heat
-0.016315572767899272,0.4998694176025072,0.6067961165048543,1.2139092633736088,206,18,0.6111111111111112,0.004314994606256839,EU_Urban_Energy,EU_Urban_Energy_tmax_q95,tmax_q95,UNG,EU Urban heat → nat gas ETF,21,0.5,Paper 7 heat
0.002977991510021801,0.5,0.6059113300492611,1.2118226600985222,203,24,0.16666666666666666,-0.4392446633825945,India_Sugar,India_Sugar_seasonal_q90,seasonal_q90,DBB,India heat → base metals,21,0.5,Paper 7 heat
-0.024401330117228327,0.5,0.60546875,1.2109375,256,16,0.1875,-0.41796875,US_Soybean_Belt,US_Soybean_Belt_tmax_q90,tmax_q90,WEAT,US Soy heat → wheat,63,0.5,Paper 7 heat
-0.024401330117228327,0.5,0.60546875,1.2109375,256,16,0.1875,-0.41796875,US_Corn_Belt,US_Corn_Belt_tmax_q90,tmax_q90,WEAT,US Corn Belt heat → wheat,63,0.5,Paper 7 heat
0.015176794178163103,0.4999075956385141,0.6044776119402985,1.2091786906502606,268,8,0.25,-0.3544776119402985,Brazil_Soy,Brazil_Soy_tmax_q95,tmax_q95,GC=F,Brazil Soy heat → gold,63,0.5,Paper 7 heat
0.010950268561288402,0.4999075956385141,0.60431654676259,1.2088565007513399,278,6,1.0,0.39568345323741005,US_Soybean_Belt,US_Soybean_Belt_tmax_q95,tmax_q95,GC=F,US Soy heat → gold,42,0.5,Paper 7 heat
-0.03393667914896987,0.4998694176025072,0.6032863849765259,1.2068879666014198,426,42,0.38095238095238093,-0.22233400402414494,EU_Urban_Energy,EU_Urban_Energy_GDD30_q90,GDD30_q90,UNG,EU Urban heat → nat gas ETF,42,0.5,Paper 7 heat
-0.024401330117228327,0.5,0.6028880866425993,1.2057761732851986,277,14,0.42857142857142855,-0.17431665807117075,US_Great_Plains_Wheat,US_Great_Plains_Wheat_tmax_q90,tmax_q90,WEAT,US Plains heat → wheat,63,0.5,Paper 7 heat
0.0065355641017601105,0.5,0.6025408348457351,1.2050816696914701,551,43,0.4418604651162791,-0.16068036972945599,EU_Urban_Energy,EU_Urban_Energy_GDD30_q90,GDD30_q90,NG=F,EU Urban heat → nat gas,63,0.5,Paper 7 heat
0.0073736835000583305,0.5,0.6024691358024692,1.2049382716049384,405,29,1.0,0.3975308641975308,EU_Urban_Energy,EU_Urban_Energy_tmax_q90,tmax_q90,DBB,EU Urban heat → base metals,63,0.5,Paper 7 heat
0.0073736835000583305,0.5,0.6024691358024692,1.2049382716049384,405,29,1.0,0.3975308641975308,EU_Urban_Energy,EU_Urban_Energy_seasonal_q90,seasonal_q90,DBB,EU Urban heat → base metals,63,0.5,Paper 7 heat
0.010950268561288402,0.4999075956385141,0.6008403361344538,1.201902794389475,238,5,1.0,0.39915966386554624,US_Soybean_Belt,US_Soybean_Belt_seasonal_q90,seasonal_q90,GC=F,US Soy heat → gold,42,0.5,Paper 7 heat
0.03163254647015076,0.4999075956385141,0.6008403361344538,1.201902794389475,238,5,1.0,0.39915966386554624,US_Soybean_Belt,US_Soybean_Belt_seasonal_q90,seasonal_q90,GC=F,US Soy heat → gold,126,0.5,Paper 7 heat
0.0004339532622943069,0.5,0.5970961887477314,1.1941923774954628,551,43,0.37209302325581395,-0.22500316549191746,EU_Urban_Energy,EU_Urban_Energy_GDD30_q90,GDD30_q90,NG=F,EU Urban heat → nat gas,42,0.5,Paper 7 heat
-0.024401330117228327,0.5,0.5962059620596206,1.1924119241192412,369,24,0.2916666666666667,-0.30453929539295393,EU_Wheat_Belt,EU_Wheat_Belt_GDD30_q90,GDD30_q90,WEAT,EU Wheat heat → wheat,63,0.5,Paper 7 heat
0.010950268561288402,0.4999075956385141,0.5947467166979362,1.1897133027920639,533,17,0.8823529411764706,0.28760622447853434,US_Soybean_Belt,US_Soybean_Belt_tmax_q90,tmax_q90,GC=F,US Soy heat → gold,42,0.5,Paper 7 heat
-0.016315572767899272,0.4998694176025072,0.5925925925925926,1.1854947946901968,405,29,0.7241379310344828,0.1315453384418902,EU_Urban_Energy,EU_Urban_Energy_tmax_q90,tmax_q90,UNG,EU Urban heat → nat gas ETF,21,0.5,Paper 7 heat
-0.016315572767899272,0.4998694176025072,0.5925925925925926,1.1854947946901968,405,29,0.7241379310344828,0.1315453384418902,EU_Urban_Energy,EU_Urban_Energy_seasonal_q90,seasonal_q90,UNG,EU Urban heat → nat gas ETF,21,0.5,Paper 7 heat
0.02180928099272797,0.5,0.592391304347826,1.184782608695652,552,22,0.4090909090909091,-0.18330039525691694,EU_Wheat_Belt,EU_Wheat_Belt_tmax_q90,tmax_q90,NG=F,EU Wheat heat → nat gas,126,0.5,Paper 7 heat
0.02180928099272797,0.5,0.5915492957746479,1.1830985915492958,284,19,0.6842105263157895,0.09266123054114161,EU_Urban_Energy,EU_Urban_Energy_tmax_q95,tmax_q95,NG=F,EU Urban heat → nat gas,126,0.5,Paper 7 heat
0.03163254647015076,0.4999075956385141,0.5911602209944752,1.1825389855087265,543,19,1.0,0.4088397790055248,Ukraine_Russia_Wheat,Ukraine_Russia_Wheat_tmax_q90,tmax_q90,GC=F,Ukraine heat → gold,126,0.5,Paper 7 heat
-0.05042666641665757,0.4998694176025072,0.5909090909090909,1.1821269117507363,44,7,0.2857142857142857,-0.30519480519480524,EU_Urban_Energy,EU_Urban_Energy_heatstress_30C,heatstress_30C,UNG,EU Urban heat → nat gas ETF,63,0.5,Paper 7 heat
-0.017804065912256698,0.5,0.5909090909090909,1.1818181818181819,110,4,0.5,-0.09090909090909094,US_Soybean_Belt,US_Soybean_Belt_seasonal_q90,seasonal_q90,WEAT,US Soy heat → wheat,42,0.5,Paper 7 heat
0.002977991510021801,0.5,0.5909090909090909,1.1818181818181819,44,7,0.7142857142857143,0.12337662337662336,EU_Urban_Energy,EU_Urban_Energy_heatstress_30C,heatstress_30C,DBB,EU Urban heat → base metals,21,0.5,Paper 7 heat
-0.017804065912256698,0.5,0.5909090909090909,1.1818181818181819,110,4,0.5,-0.09090909090909094,US_Corn_Belt,US_Corn_Belt_seasonal_q90,seasonal_q90,WEAT,US Corn Belt heat → wheat,42,0.5,Paper 7 heat
0.03163254647015076,0.4999075956385141,0.5899280575539568,1.1800742031144031,278,6,1.0,0.41007194244604317,US_Soybean_Belt,US_Soybean_Belt_tmax_q95,tmax_q95,GC=F,US Soy heat → gold,126,0.5,Paper 7 heat
-0.010586128998881988,0.499836867862969,0.5874125874125874,1.1752086034070368,143,4,1.0,0.4125874125874126,US_Soybean_Belt,US_Soybean_Belt_seasonal_q90,seasonal_q90,CORN,US Soy heat → corn,42,0.5,Paper 7 heat
-0.0010968047089297056,0.5,0.5867158671586716,1.1734317343173433,271,10,0.6,0.013284132841328344,EU_Wheat_Belt,EU_Wheat_Belt_tmax_q95,tmax_q95,NG=F,EU Wheat heat → nat gas,21,0.5,Paper 7 heat
0.005281015460388131,0.4999075956385141,0.5860805860805861,1.1723778378122187,546,2,0.0,-0.5860805860805861,Brazil_Soy,Brazil_Soy_GDD30_q90,GDD30_q90,GC=F,Brazil Soy heat → gold,21,0.5,Paper 7 heat
